Total_Children,Available_Caregivers,Shelter_Capacity,Emergency_Cases,Average_Stay_Days,Budget,Region,Age_Group,Care_Load
170,18,172,13,67,65451,East,Teen,Medium
142,12,211,38,177,302622,East,Teen,High
206,52,221,10,37,288006,South,Teen,Medium
168,18,236,7,64,198977,East,Teen,Medium
123,69,260,36,127,280727,North,Child,Medium
262,11,51,7,6,183770,West,Child,High
250,53,109,11,145,463212,East,Child,Medium
225,59,159,14,61,197964,South,Child,Medium
217,17,321,18,175,308298,East,Teen,High
106,77,305,27,49,98068,North,Child,Low
161,60,84,6,35,284686,South,Child,Low
218,60,95,39,142,121726,West,Child,High
65,19,256,6,27,390846,South,Child,Low
34,61,55,29,33,428106,South,Teen,Low
63,62,282,17,35,472905,South,Child,Low
188,39,226,23,22,282198,East,Teen,Medium
63,20,159,5,15,81604,West,Teen,Low
117,12,272,3,107,164751,North,Child,Low
280,49,341,2,51,381601,East,Teen,Medium
128,44,241,5,7,406671,West,Child,Low
123,58,219,25,134,460459,West,Teen,Low
275,18,319,37,76,93787,East,Teen,High
225,63,255,10,163,477531,South,Teen,Medium
62,57,275,28,140,344179,West,Child,Low
264,31,85,19,175,84844,North,Child,High
292,51,84,9,134,328964,East,Child,High
102,10,305,25,26,269077,West,Child,Medium
129,59,335,26,128,358820,North,Teen,Low
209,48,182,13,137,283033,North,Child,Medium
270,22,82,35,139,362058,North,Teen,High
231,20,140,11,24,181807,North,Teen,High
152,16,233,22,81,384894,East,Teen,Medium
220,24,141,20,134,73968,North,Teen,High
114,49,287,7,36,356768,East,Teen,Low
297,68,45,38,94,414542,North,Teen,High
238,63,195,8,7,105746,North,Teen,Medium
108,26,330,23,173,382408,East,Teen,Medium
91,51,309,30,46,174458,South,Teen,Low
266,33,187,24,81,348641,West,Teen,High
148,49,278,16,177,450457,West,Teen,Low
231,13,210,28,105,264068,East,Child,High
115,28,220,2,149,257080,North,Teen,Low
94,19,168,20,132,242711,East,Child,Medium
73,40,107,7,51,67057,North,Child,Low
73,17,79,13,156,361844,East,Teen,Low
237,48,114,38,127,304888,West,Teen,High
35,75,212,15,38,64432,East,Teen,Low
118,76,212,17,46,111488,West,Teen,Low
39,40,33,30,37,149199,West,Child,Low
65,65,346,10,127,68953,West,Child,Low
212,44,140,37,31,306039,East,Teen,High
77,31,280,19,63,263905,South,Child,Low
130,5,162,3,151,165864,East,Teen,Medium
148,38,129,19,119,253304,East,Teen,Medium
213,72,201,30,135,79347,South,Teen,Medium
27,25,316,19,132,71249,South,Child,Low
48,37,148,10,124,496674,West,Child,Low
131,11,204,0,157,266265,North,Child,Low
180,69,59,17,117,163346,North,Teen,Low
150,7,84,38,19,490884,West,Child,High
207,55,225,32,87,395586,East,Teen,High
182,58,70,35,87,417925,North,Teen,Medium
216,78,202,17,27,446018,East,Child,Medium
223,63,248,30,15,413570,South,Teen,Medium
231,10,237,34,120,161086,South,Teen,High
128,33,187,38,166,281832,West,Teen,Medium
295,21,257,37,107,330177,East,Teen,High
92,64,114,14,11,85088,West,Child,Low
186,26,202,5,110,159001,North,Teen,Medium
279,28,274,7,176,329671,North,Teen,High
262,55,202,39,118,455180,North,Teen,High
294,54,241,21,27,353149,East,Child,High
121,15,113,0,106,266306,West,Teen,Low
192,60,202,12,62,316550,West,Teen,Low
190,75,212,23,24,494977,North,Child,Medium
160,46,162,20,159,144538,West,Teen,Medium
207,43,317,3,121,254199,South,Child,Medium
105,73,291,6,140,184191,South,Teen,Low
71,52,311,11,105,297160,South,Child,Low
130,61,322,12,6,108935,South,Teen,Low
62,25,298,15,26,303959,West,Child,Low
230,24,226,5,74,108327,South,Child,Medium
219,19,54,13,107,495965,South,Teen,High
259,73,170,30,108,371238,South,Teen,High
134,55,252,35,40,268481,South,Child,Medium
45,66,49,36,112,151815,South,Teen,Low
96,41,276,34,28,414276,East,Teen,Medium
156,10,230,9,144,394629,East,Child,Medium
39,75,144,16,26,450867,South,Child,Low
230,30,218,29,87,470112,South,Teen,High
259,12,55,6,77,147196,West,Teen,High
58,77,83,17,128,157396,South,Teen,Low
287,8,199,18,85,60370,North,Teen,High
226,25,40,14,155,356696,East,Child,High
286,35,56,38,78,151075,South,Child,High
173,25,112,21,34,449993,East,Child,Medium
61,29,319,38,151,181185,South,Child,Medium
30,19,67,29,30,443747,North,Teen,Low
117,39,116,19,132,190786,South,Child,Low
294,53,185,31,15,184482,East,Child,High
249,47,337,24,24,124772,East,Teen,High
239,45,315,22,122,170527,East,Teen,High
84,41,215,4,60,336752,West,Child,Low
251,61,211,29,177,320468,East,Teen,High
71,46,172,38,51,126695,South,Child,Medium
282,51,235,26,93,477710,North,Teen,High
286,65,171,36,62,366366,North,Teen,High
173,18,214,6,14,222057,South,Child,Medium
159,72,270,4,26,147643,West,Teen,Low
70,57,37,14,75,478632,South,Child,Low
136,38,101,7,28,278443,East,Child,Low
65,28,317,8,100,357744,West,Child,Low
107,24,124,10,11,59453,South,Teen,Low
227,73,186,21,76,150369,West,Child,Medium
288,34,70,33,131,471137,North,Child,High
108,11,330,34,42,378613,South,Child,High
137,40,298,12,153,146544,South,Child,Low
73,42,184,10,140,247658,North,Child,Low
135,56,304,31,125,337536,West,Child,Medium
137,19,183,14,93,213249,North,Teen,Medium
279,50,82,37,32,236254,West,Child,High
94,27,208,0,96,308155,South,Teen,Low
26,16,269,23,58,286492,West,Teen,Low
141,48,166,39,163,108081,West,Child,Medium
30,19,284,21,120,400531,East,Teen,Low
234,53,253,2,120,454322,East,Teen,Medium
298,25,209,13,124,102754,East,Child,High
47,19,211,1,45,56878,North,Teen,Low
254,18,288,31,41,50792,North,Child,High
45,46,272,37,129,61367,East,Teen,Low
73,19,125,32,170,88731,South,Child,Medium
48,67,226,5,80,321691,South,Teen,Low
183,72,43,38,41,411833,South,Child,Medium
289,31,149,24,105,78568,North,Child,High
54,57,298,33,35,375051,West,Teen,Low
292,56,200,10,150,100212,North,Child,Medium
227,67,101,36,94,223403,East,Child,High
257,77,208,6,10,376523,West,Teen,Medium
112,57,199,21,141,185210,South,Child,Low
192,61,188,38,143,427981,North,Child,High
98,56,183,9,99,228184,North,Teen,Low
129,47,111,20,123,254301,East,Teen,Low
236,11,86,5,114,192466,South,Teen,High
125,46,36,0,124,401556,North,Teen,Low
66,8,141,33,134,220167,North,Teen,Medium
200,73,77,13,127,446569,West,Teen,Low
83,9,109,35,33,489348,North,Child,Medium
265,79,345,26,114,377208,West,Teen,Medium
263,45,62,8,125,105121,North,Teen,Medium
106,8,144,5,73,327349,South,Teen,Low
236,6,32,30,155,185700,East,Child,High
26,71,33,16,11,102600,South,Child,Low
297,25,289,35,132,407670,East,Child,High
229,74,71,20,60,350239,North,Teen,Medium
188,47,38,26,131,143159,South,Child,Medium
157,73,336,27,81,175590,West,Child,Low
249,13,174,15,66,108844,East,Child,High
180,32,126,34,78,228121,East,Child,High
20,30,305,35,19,71433,North,Teen,Low
255,7,171,34,57,295828,East,Teen,High
207,77,307,18,175,142060,East,Teen,Medium
23,53,56,20,124,193165,East,Teen,Low
151,21,72,32,39,299268,North,Teen,High
237,67,160,22,18,328828,South,Teen,Medium
279,59,245,5,97,295363,North,Child,Medium
20,27,123,31,126,241393,West,Teen,Low
90,38,37,21,22,171485,East,Teen,Low
197,73,115,2,133,265592,East,Teen,Low
208,19,167,34,129,101305,South,Teen,High
27,51,275,15,31,195979,East,Teen,Low
272,7,50,24,68,366201,South,Child,High
263,32,294,16,64,456137,East,Child,High
142,7,177,38,173,135938,East,Child,High
51,8,213,12,153,227866,North,Child,Low
165,35,256,27,18,380762,North,Child,Medium
175,49,321,10,120,122610,West,Teen,Low
35,63,65,9,152,341474,South,Child,Low
66,49,275,38,96,460839,West,Child,Low
270,79,102,23,89,443675,North,Teen,Medium
206,41,179,37,91,176908,South,Child,High
50,69,30,23,143,434814,North,Child,Low
279,13,98,32,124,115037,South,Teen,High
36,21,322,16,88,429458,East,Teen,Low
58,69,259,35,28,496131,West,Teen,Low
58,7,240,34,123,499388,West,Child,Medium
151,30,101,5,93,118337,South,Child,Low
49,57,125,15,41,78831,West,Child,Low
177,35,113,27,90,197919,North,Teen,Medium
297,30,257,31,131,313141,West,Child,High
222,27,328,25,156,203097,South,Child,High
85,34,265,10,19,410059,West,Child,Low
127,14,322,24,16,376928,West,Child,Medium
287,76,251,30,99,449600,North,Teen,High
241,68,252,20,35,390903,East,Teen,Medium
37,26,310,2,98,360211,North,Teen,Low
109,19,250,11,88,323342,West,Teen,Low
200,60,245,39,76,215518,West,Child,High
274,78,260,24,48,59382,East,Teen,Medium
272,24,198,16,34,74120,East,Child,High
276,51,71,37,39,478681,North,Teen,High
106,57,287,35,25,339094,East,Teen,Medium
109,57,225,35,115,304816,North,Child,Medium
256,5,125,18,67,437600,South,Child,High
89,6,346,1,96,407648,West,Teen,Low
63,62,43,16,149,380606,East,Child,Low
219,23,142,29,16,327879,South,Teen,High
171,66,106,9,150,457439,South,Child,Low
105,76,306,34,96,155846,North,Teen,Low
38,16,349,35,64,152733,North,Teen,Medium
120,30,189,32,71,196434,East,Teen,Medium
114,31,342,0,119,424379,North,Teen,Low
273,33,148,17,19,352130,South,Child,High
49,19,190,3,20,73409,South,Child,Low
268,50,337,26,26,166909,West,Teen,High
52,5,175,24,122,129987,South,Teen,Medium
248,64,192,27,117,317958,East,Teen,High
31,61,208,21,99,203960,West,Child,Low
137,7,118,24,163,72169,North,Teen,Medium
174,22,252,16,5,301979,West,Child,Medium
265,56,295,11,79,398062,South,Child,Medium
266,64,268,15,10,262196,East,Teen,Medium
48,38,337,36,91,488343,North,Child,Low
180,64,63,15,141,458978,North,Teen,Low
254,30,196,16,66,196649,South,Teen,High
209,76,154,30,62,70931,East,Child,Medium
136,23,253,14,112,125506,South,Child,Medium
290,26,179,12,23,220350,South,Teen,High
277,37,218,39,113,266653,East,Child,High
199,42,72,26,145,294381,South,Child,Medium
191,39,58,20,127,262527,East,Child,Medium
293,71,149,1,164,159865,East,Teen,Medium
278,14,60,7,104,405351,South,Teen,High
154,19,210,6,13,492419,South,Child,Medium
190,15,191,9,53,187130,West,Teen,Medium
229,28,157,3,169,381195,North,Teen,Medium
255,8,284,35,35,308514,North,Child,High
205,17,323,34,163,118866,East,Child,High
114,77,283,2,63,434323,West,Child,Low
30,61,159,17,151,149978,East,Teen,Low
87,41,41,23,134,236252,West,Teen,Low
229,52,64,31,49,487041,East,Child,High
215,75,227,33,100,124514,North,Teen,Medium
117,5,277,1,47,394619,West,Teen,Low
112,64,139,1,102,196336,South,Teen,Low
41,16,274,9,5,76615,South,Child,Low
191,25,279,22,135,475381,North,Teen,High
153,15,346,14,95,162898,West,Teen,Medium
44,48,192,11,48,434624,South,Child,Low
204,62,77,16,139,485938,South,Teen,Medium
104,48,100,17,37,215952,South,Teen,Low
74,38,163,13,141,265202,North,Child,Low
270,29,268,16,34,393203,East,Teen,High
163,8,97,14,150,313845,South,Child,Medium
186,68,307,11,60,109430,South,Teen,Low
243,20,61,15,109,151016,East,Teen,High
239,14,152,31,35,367759,South,Child,High
198,70,51,22,93,142519,West,Child,Medium
138,39,184,37,5,294035,South,Child,Medium
284,10,139,33,114,351381,East,Teen,High
169,23,300,33,86,84378,North,Teen,High
234,63,329,15,23,201808,North,Child,Medium
216,57,144,33,119,187415,West,Child,High
61,12,249,39,130,65797,South,Child,Medium
72,14,259,6,68,366001,South,Teen,Low
270,71,281,32,57,157623,East,Teen,High
290,42,278,3,10,399555,East,Child,Medium
142,33,38,6,21,485080,West,Teen,Low
285,19,63,17,50,222195,West,Teen,High
48,27,257,3,122,255936,South,Teen,Low
54,50,102,10,77,379705,South,Child,Low
25,32,330,19,105,180596,West,Teen,Low
130,30,241,10,95,181177,North,Child,Low
96,14,101,14,10,144906,North,Child,Medium
166,51,87,16,113,136379,North,Child,Medium
86,8,249,33,44,331620,North,Child,Medium
27,59,304,11,95,245219,West,Child,Low
141,70,278,27,70,223184,East,Child,Low
194,71,45,34,141,360754,North,Teen,Medium
198,11,104,7,15,406123,West,Child,Medium
104,59,135,26,152,225302,North,Teen,Low
64,35,165,21,120,91706,South,Teen,Low
155,78,103,23,47,416519,North,Teen,Low
35,23,283,1,62,115032,West,Teen,Low
214,32,47,30,158,222992,South,Child,High
28,32,72,21,42,200947,South,Teen,Low
34,23,79,0,98,380977,North,Child,Low
121,24,32,13,40,233201,North,Child,Medium
245,17,261,24,10,115744,South,Teen,High
297,47,248,35,135,200772,East,Child,High
132,15,88,35,69,399471,West,Teen,High
20,52,313,2,128,253841,West,Child,Low
285,19,331,4,121,182963,West,Child,High
227,21,93,0,22,97594,West,Child,Medium
129,58,99,18,155,413954,West,Teen,Low
219,54,332,32,100,376334,South,Teen,High
31,32,171,29,161,445255,West,Child,Low
207,8,231,11,155,331817,East,Child,High
173,26,236,9,132,92412,East,Teen,Medium
298,43,250,33,40,286021,North,Child,High
190,38,275,15,74,169449,North,Teen,Medium
153,48,110,39,99,209508,North,Teen,Medium
44,46,280,28,138,189258,North,Teen,Low
37,44,80,14,166,375852,South,Teen,Low
209,16,314,10,48,50434,East,Child,Medium
160,6,233,33,48,191591,South,Teen,High
62,32,54,35,31,330174,East,Teen,Medium
165,78,70,29,104,389035,South,Teen,Medium
111,71,98,34,56,499035,East,Teen,Low
198,75,33,8,174,392008,North,Child,Low
75,76,269,17,29,317402,East,Teen,Low
174,14,60,18,78,292330,North,Child,Medium
179,61,146,38,43,122726,East,Teen,Medium
130,41,224,3,171,428272,South,Teen,Low
156,68,119,5,144,269087,West,Child,Low
251,44,207,32,143,171563,East,Teen,High
239,64,174,31,117,267435,South,Child,High
87,52,231,15,7,294972,West,Teen,Low
268,23,232,10,119,108277,South,Child,High
25,76,53,21,26,357382,West,Child,Low
299,37,134,35,8,60747,North,Child,High
113,48,304,22,140,211989,East,Child,Low
288,41,89,25,18,80377,South,Child,High
216,40,44,30,18,174026,East,Teen,High
44,25,114,28,20,357100,North,Child,Low
167,6,226,4,164,156017,North,Child,Medium
137,35,264,37,68,148684,East,Teen,Medium
85,34,292,24,20,335701,South,Child,Low
194,48,35,33,56,225407,South,Teen,High
95,16,318,11,23,259087,South,Teen,Low
133,55,87,21,73,139463,East,Child,Low
130,53,174,8,144,83292,South,Child,Low
268,28,71,19,97,331635,South,Child,High
222,28,229,28,9,116629,West,Child,High
166,64,203,28,46,330267,South,Child,Medium
54,15,124,26,21,273544,North,Child,Medium
45,17,246,16,115,114618,South,Teen,Low
257,76,140,4,76,74288,East,Teen,Medium
33,78,209,12,108,158850,East,Teen,Low
64,76,192,14,98,139947,South,Teen,Low
235,68,148,14,14,415364,East,Child,Medium
252,24,257,17,20,95091,East,Child,High
212,76,174,1,148,180180,South,Teen,Low
70,77,337,22,46,167622,West,Child,Low
233,75,171,12,7,240288,West,Child,Medium
170,32,151,3,155,427874,West,Teen,Low
294,6,314,24,125,239857,West,Teen,High
95,47,255,10,160,232069,North,Teen,Low
239,12,286,11,177,493909,South,Teen,High
206,17,314,12,28,394530,East,Child,Medium
47,39,194,8,23,478928,East,Teen,Low
199,27,250,37,79,398358,South,Child,High
272,50,98,5,44,196977,East,Teen,Medium
145,19,338,9,50,313735,North,Teen,Medium
196,6,253,22,44,110159,West,Teen,High
56,65,153,14,66,194594,South,Child,Low
118,68,41,22,22,180656,East,Child,Low
117,56,81,39,144,393833,North,Child,Medium
146,40,158,36,146,283448,East,Child,Medium
187,71,164,33,86,184644,North,Teen,Medium
99,73,174,15,112,242752,East,Teen,Low
145,71,156,31,16,370681,West,Teen,Medium
169,51,255,37,108,285354,South,Teen,Medium
35,6,100,39,159,83061,West,Child,Medium
47,48,302,4,138,403177,West,Teen,Low
192,68,216,16,92,268850,East,Teen,Low
65,32,32,21,119,374051,West,Teen,Low
255,58,314,38,37,328295,South,Child,High
233,78,51,17,122,142526,North,Child,Medium
104,71,195,27,84,408715,North,Child,Low
251,40,339,12,16,357957,East,Teen,Medium
104,67,275,0,99,233699,South,Child,Low
84,29,263,18,57,469333,South,Child,Low
153,52,187,33,17,163417,North,Teen,Medium
170,43,180,3,126,206555,North,Child,Low
134,51,242,2,106,499685,West,Teen,Low
83,25,247,9,135,199949,East,Teen,Low
177,34,275,27,62,273311,North,Child,Medium
96,35,332,33,8,53088,North,Teen,Medium
165,30,305,38,177,285657,South,Teen,High
244,26,180,18,70,204251,South,Teen,High
122,25,225,35,119,97954,South,Teen,Medium
107,5,50,2,40,334155,North,Child,Low
187,41,286,22,27,62839,East,Teen,Medium
189,50,46,16,23,299750,West,Child,Medium
154,13,80,6,44,233975,East,Teen,Medium
69,21,299,25,76,375705,North,Teen,Medium
153,51,344,17,148,73625,West,Teen,Low
156,63,112,5,62,199553,East,Teen,Low
264,58,335,30,111,409433,North,Teen,High
128,16,153,28,22,69558,East,Teen,Medium
40,68,319,8,40,132307,North,Teen,Low
109,10,291,34,156,81104,South,Child,High
131,57,78,16,133,234658,East,Child,Low
96,20,35,11,5,94420,South,Child,Low
196,9,146,35,68,316205,South,Teen,High
167,77,147,23,66,214313,West,Child,Low
120,50,292,9,114,112055,West,Teen,Low
265,18,158,29,168,262769,East,Child,High
136,48,200,28,79,382737,North,Child,Medium
111,67,56,38,150,225245,West,Teen,Medium
47,56,228,9,20,448505,West,Teen,Low
44,30,343,38,21,377324,South,Teen,Medium
77,57,126,27,28,288016,South,Teen,Low
153,33,46,17,102,52221,North,Teen,Medium
268,23,202,16,134,355086,West,Child,High
57,51,130,10,142,333779,West,Teen,Low
94,12,215,0,18,233835,North,Teen,Low
161,27,213,16,116,363216,West,Teen,Medium
187,39,244,35,70,319219,East,Child,High
278,57,280,35,86,203450,East,Teen,High
244,62,245,8,97,85084,North,Child,Medium
171,9,58,27,76,231498,South,Child,High
38,20,131,32,105,391361,North,Child,Medium
165,21,152,2,53,425401,East,Child,Medium
260,36,83,7,94,439892,West,Teen,Medium
256,56,312,5,41,81584,West,Teen,Medium
54,24,131,5,165,81245,South,Teen,Low
209,70,146,28,154,240031,South,Teen,Medium
20,5,133,36,74,54983,East,Child,Medium
172,62,74,11,37,278857,South,Child,Low
145,48,143,8,32,277999,North,Teen,Low
245,10,60,18,92,80897,East,Teen,High
240,54,193,16,8,221674,West,Teen,Medium
230,76,218,31,70,397682,West,Child,Medium
44,24,322,34,81,388178,West,Child,Medium
35,18,224,13,114,99411,South,Child,Low
201,9,321,15,53,295196,East,Teen,High
148,45,290,20,132,128466,South,Child,Medium
61,44,236,11,143,256928,North,Child,Low
255,38,81,23,39,274622,East,Child,High
53,49,78,33,171,153482,South,Teen,Low
64,75,35,7,142,219198,West,Child,Low
153,75,253,20,78,404432,West,Teen,Low
40,31,52,7,73,251115,North,Teen,Low
141,48,174,27,155,367754,North,Teen,Medium
89,37,139,15,38,336069,North,Child,Low
67,37,241,9,128,479492,West,Teen,Low
58,48,329,14,115,204761,South,Child,Low
29,24,70,3,36,376086,West,Child,Low
49,40,201,25,20,235218,West,Teen,Low
263,11,215,14,72,327382,West,Teen,High
293,36,243,35,58,372568,South,Teen,High
107,71,335,31,128,205879,West,Child,Low
263,43,81,37,160,286130,North,Teen,High
34,28,99,3,116,255529,North,Child,Low
23,74,225,8,64,61204,North,Teen,Low
210,58,180,34,82,415964,North,Child,High
187,42,138,27,80,301628,West,Teen,Medium
28,78,147,36,64,350711,West,Teen,Low
128,79,124,8,89,216769,West,Child,Low
156,36,285,1,116,424333,North,Teen,Low
173,49,73,2,84,182602,South,Teen,Low
228,65,96,4,122,277849,East,Teen,Low
291,74,185,9,176,336441,East,Teen,Medium
162,57,235,27,6,386982,East,Child,Medium
118,55,303,14,27,361050,South,Child,Low
88,60,184,13,50,247323,West,Child,Low
266,31,208,22,77,256141,East,Child,High
280,42,89,12,58,90295,East,Child,High
295,66,103,15,75,102464,West,Teen,High
98,22,78,29,129,57223,East,Child,Medium
165,68,300,39,85,456637,West,Teen,Medium
130,34,102,7,13,143232,East,Child,Low
277,53,225,16,74,457282,West,Teen,High
112,45,208,29,176,333720,North,Child,Medium
32,17,77,16,88,302787,South,Teen,Low
279,38,101,34,78,132121,East,Child,High
128,29,142,0,77,183212,West,Teen,Low
208,70,274,23,16,109016,North,Teen,Medium
114,22,338,24,36,157552,West,Teen,Medium
124,9,188,1,166,151975,East,Teen,Low
27,23,303,24,87,484594,East,Teen,Low
86,46,297,13,37,450586,East,Child,Low
210,22,333,38,68,494966,East,Teen,High
275,36,59,32,52,173505,East,Teen,High
28,25,126,16,20,324166,North,Teen,Low
136,14,280,30,118,371366,West,Child,High
286,41,36,9,155,68328,West,Teen,High
118,53,121,5,30,52929,East,Teen,Low
183,17,142,38,58,486943,West,Child,High
160,59,288,24,176,118919,North,Child,Medium
287,21,136,37,41,311039,East,Teen,High
56,13,92,36,13,102692,South,Teen,Medium
93,48,300,29,17,361689,North,Child,Low
92,50,228,33,64,274040,East,Teen,Medium
218,12,175,17,110,126647,West,Teen,High
149,41,90,23,130,491554,North,Teen,Medium
265,23,149,26,84,109962,East,Child,High
